atc,nameen,ddd,administration_route
D11AX18,diclofenac,,
M02AA05,benzydamine,,
L01XC16,dinutuximab,,
V08DA,ultrasound contrast media,,
J01DD18,cladribine1,,
A13AP,plant tonic,,
L04AC13,ixekizumab,2.9,P
A02BB,prostaglandins,,
S01CA05,betamethasone and antiinfectives,,
C01EH50,combinations with other agents,,
A01AD01,epinephrine,,
S01CA55,"dexamethasone, neomycin and polymyxin b",,
A01AB14,benzoxonium chloride,,
V04CG,tests for gastric secretion,,
V09H,inflammation and infection detection,,
A01AA04,stannous fluoride,,
S01EB,parasympathomimetics,,
S01GX,other antiallergics,,
C10AC01,colestyramine,14,O
V03AC03,deferasirox,,
J02AX,other antimycotics for systemic use,,
D03BA53,"protease, combinations",,
D06AX20,mixes,,
V04CN05,methadone test area,,
A10BH,dipeptidyl peptidase 4 (dpp-4) inhibitors,,
J06BB11,hepatitis a immunoglobulin,,
A07DA05,loperamide oxide,5,O
R01AP01,camomile bleeding,,
V04CB01,vitamin a concentrates,,
D03AX16,asiaticoside,,
A10BD06,glimepiride and pioglitazone,,
G03CA53,"estradiol, combinations",,
C04AX,other peripheral vasodilators,,
A03AX30,trimethyldiphenylpropylamine,50,O
C04AX42,moxaverine,,
D02AX09,thymol,,
D01AC09,sulconazole,,
J06BB15,mumps immunoglobulin,,
D03AX77,"mineral oil raffinate, combinations",,
C04BA06,"visnadine, combinations",,
A02AF03,dihydroxyaluminium sodium carbonate and carminatives,,
A05AA11,dehydrocholic acid,,
G02CB01,bromocriptine,5,O
S01CA12,prednisone and anti-infectives,,
V03,all other therapeutic products,,
R06AE04,chlorcyclizine,0.1,O
A05AH20,mixes,,
D08AA,acridine derivatives,,
V06DX,other combinations of nutrients,,
NO2BA51,,,
C03BB,sulfonamides and potassium in combination,,
A07FA02,saccharomyces boulardii,1,O
G03DD,"gestagenic, topical preparations",,
N01BA01,metabutethamine,,
H04A,glycogenolytic hormones,,
G03EB,"androgen, progestogen and estrogen in combination",,
L02AA05,chlorotrianises,,
L03AX50,"other cytokines and immune stimulants, combinations",,
DO5AX52,,,
C01AA08,metildigoxin,0.2,O
G04BD,drugs for urinary frequency and incontinence,,
M01AB19,carbamoylphenoxyacetic acid,,
J01CF,beta-lactamase resistant penicillins,,
N02AA79,"codeine, combinations with psycholeptics",,
C03BB07,clofenamide and potassium,,
N02BB,pyrazolones,,
V08AC07,iocetamic acid,,
D04AA34,chlorphenoxamine,,
N05BA16,nordazepam,15,O
C05AD05,procaine,,
N02AB,phenylpiperidine derivatives,,
C10AP03,garlic bulb,,
C07FB26,acebutolol and nifedipine,,
B06AB01,hematin,,
V60,homeopathics and anthroposophics,,
L01CP01,mistletoe,,
A12CH10,various,,
H01BA01,vasopressin (argipressin),4,P
L03AB06,interferon alfa-n1,5,P
J01EC02,sulfadiazine,0.6,O
R07AA30,combinations,,
B02BP,herbal antihamorrhagics,,
A12AA30,calcium laevulate,1,P
N07XB01,alpha-lipoic acid (thioctic acid),"0,5",O
N01BA52,"procaine, combinations",,
D08AC02,chlorhexidine,,
R03CC13,clenbuterol,40,O
S01XH01,euphrasia,,
N06BX07,oxiracetam,,
S01XA25,lifitegrast,,
A01AE55,"polidocanol (lauromacrogol 400), combinations",,
G04CH,homeopathic and anthroposophic prostate medications,,
C02KB,tyrosine hydroxylase inhibitors,,
V07AB04,ophthalmological rinsing solutions,,
S01EE,prostaglandin analogues,,
C07DA26,"timolol, hydrochlorothiazide and amiloride",,
A12C,other mineral supplements,,
C05,vasoprotectives,,
J05AX68,elbasvir and grazoprevir,,
S01XA,other ophthalmologicals,,
C09AA13,moexipril,15,O
D02AB01,zinc oxide,"2,5",T
N02CP52,"etheric oils, combinations",,
A07XH20,mixes,,
D08AJ08,benzethonium chloride,,
N02BE53,"phenacetin, combinations excl. psycholeptics",,
C02LL,mao inhibitors and diuretics,,
S02AA01,chloramphenicol,,
V03AB44,atropine,,
M02AA03,clofezone,,
C10AC02,colestipol,20,O
N05CA24,phenobarbitone,,
J01XB,polymyxins,,
G03GA05,follitropin alfa,75,P
C01DA02,glyceryl trinitrate,5,O
D08A10,,,
M01BA,antiinflammatory/antirheumatic agents in combination with corticosteroids,,
A08,"antiobesity preparations, excl. diet products",,
V07,all other non-therapeutic products,,
G01AF,imidazole derivatives,,
C08DA01,verapamil,0.24,O
A01AB09,miconazole,0.2,O
A11HA03,tocopherol (vit e),0.2,O
N03AB54,"mephenytoin, combinations",,
M09AX03,ataluren,2.8,O
N02BB72,"metamizole sodium, combinations with psycholeptics",,
R05DA64,"dihydrocodeine, combinations",,
D05AX52,"calcipotriol, combinations",,
R03DB02,choline theophyllinate and adrenergics,,
S01CA21,dexamethasone and gentamicin,,
R03AK11,formoterol and fluticasone,,
G02CP05,silverweed,,
G02BA,intrauterine contraceptives,,
S03AA30,"antiinfectives, combinations",,
D08AE53,"phenol, combinations",,
A01AD11,various,,
G02CA03,fenoterol,,
R02AA15,povidone-iodine,,
N05BA13,halazepam,0.1,O
S01FB51,phenylephrine and ketorolac,,
A11EB01,vitamin b complex with vitamin c,30,O
A02BX10,zolimidine,,
C09AA12,delapril,30,O
A07AX05,dichloroquinolinol,,
N03AF01,carbamazepine,1,O
D08AJ58,"benzethonium chloride, combinations",,
R05XA,anti-cold agents containing analgesics,,
N05CD01,flurazepam,30,O
M02AA13,ibuprofen,,
N01AA,ethers,,
J05AC02,rimantadine,,
A16AZ,,,
R01AC,"antiallergic agents, excl. corticosteroids",,
L01BC07,azacitidine,,
C02KH,homeopathic and anthroposophic antihypertensives,,
G03CD03,estradiol,25,V
N06AA11,protriptyline,30,O
C01AA58,"metildigoxin, combinations",,
H01AC03,mecasermin,2,P
C03EB31,furosemide and amiloride,,
N02AJ17,oxycodone and paracetamol,,
G03AA03,lynestrenol and ethinylestradiol,,
N06BA13,armodafinil,0.15,O
A05AA20,mixes,,
C09DX06,"candesartan, amlodipine and hydrochlorothiazide",,
G01AX03,policresulen,90,V
A07EA03,prednisone,,
V09FX02,sodium iodide (123i),,
V10BX,various pain palliation radiopharmaceuticals,,
B02AB01,aprotinin,500,P
R04AP03,eucalyptusol,,
L01BB,purine analogues,,
M01AX14,orgotein,,
C05BA02,sodium apolate,,
A10AD04,insulin lispro,40,P
C03AH02,"hydroflumethiazide, combinations",,
C01AA52,"acetyldigoxin, combinations",,
C02DG01,pinacidil,50,O
A07FA50,"microbial antidiarrhoeal agents, combinations",,
R07AB01,doxapram,0.4,P
L03AX20,other organ extracts,,
B01AC16,eptifibatide,0.2,P
L01XX23,mitotane,,
C01DX01,itramin tosilate,,
V09CX02,sodium iodohippurate (131i),,
V08AB13,iosarcol,,
P03AX05,dimeticone,,
N05BE,azaspirodecanedione derivatives,,
C09AA01,captopril,50,O
R05XA01,"paracetamol, combinations",,
C07AA23,penbutolol,40,O
C01CA29,orciprenal,,
N02CA04,methysergide,4,O
N02BA55,"salicylamide, combinations excl. psycholeptics",,
B05XA04,ammonium chloride,,
A05AA66,"dehydrocholic acid, combinations",,
R02AZ,,,
C01DA63,"eritrityl tetranitrate, combinations",,
J07AM01,tetanus toxoid,,
V09CA06,technetium (99mtc) ethylenedicysteine,,
D11AB61,"coal tar, combinations",,
N07AA01,neostigmine,60,O
R03DA11,doxofylline,0.8,O
A15AA01,cyproheptadine,,
N05BA14,pinazepam,,
N02AJ15,tramadol and other non-opioid analgesics,,
A10BH03,saxagliptin,5,O
J05AX66,"dasabuvir, ombitasvir, paritaprevir and ritonavir",,
N03AX12,gabapentin,1.8,O
N05AG01,fluspirilene,0.7,P
M01AX24,oxaceprol,,
J01FA16,solithromycin,,
C01BG03,tiracizin,,
A04AD51,"scopolamine, combinations",,
C10BX12,"atorvastatin, acetylsalicylic acid and perindopril",,
V04CX09,hdl cholesterol test zone,,
L01XX03,altretamine,,
J01DA07,,,
A03AB07,methantheline,0.15,O
L01XE16,crizotinib,,
N05HH50,combinations with other agents,,
J01CR01,ampicillin and beta-lactamase inhibitor,6,P
A04AB03,thiethylperazine,,
J07AE02,"cholera, live attenuated",,
N04AA11,bornaprine,,
N02AF01,butorphanol,12,P
L01AX01,mitobronitol,,
C05AA12,triamcinolone,,
A02BX14,rebamipide,0.3,O
C07BB04,acebutolol and thiazides,,
R03DA02,choline theophyllinate,0.6,O
N06BX10,nizofenone,,
V09DB06,technetium (99mtc) rheniumsulfide colloid,,
N07AB,choline esters,,
V70A,formulations for the treatment of addictions,,
G01AD02,acetic acid,,
C01CB51,"ephedrine, combinations",,
L01XX45,carfilzomib,,
R03BA02,budesonide,0.8,Inhal
A05AX03,cyclobutyrol,,
H02AB54,methylprednisolone depot,,
B01AA04,phenprocoumon,3,O
N07XX08,tafamidis,20,O
B03AD09,iron(ii)gluconate,,
J05AX01,moroxydine,0.3,O
G01AA08,carfecillin,,
N03AX15,zonisamide,0.2,O
D07CB06,hydrocortisone butyrate and antibiotics,,
A11GA,"ascorbic acid (vitamin c), plain",,
A02BX18,dibismut-tris(tetraoxodialuminate),,
J01FG,streptogramins,,
L01CA03,vindesine,,
N05CM12,apronal,0.25,O
G03FA07,lynestrenol and estrogen,,
S01HA06,cinchocaine,,
L01XX16,mitoguazone,,
G03GB03,epimestrol,10,O
C10BX03,atorvastatin and amlodipine,,
B01AX07,sodium pentosan polysulfate,,
V03AB46,tolonium chloride,,
N02BG02,rimazolium,0.9,O
B01AC05,ticlopidine,0.5,O
S01BA10,alclometasone,,
S01XC05,hypromellose,"0,4",TD
N02BA16,imidazole salicylate,,
L01XE28,ceritinib,,
B05AX45,granulocytes without central pharmaceutical number,,
R01AX15,silbereiwei߭acetyltannat,,
D08AX06,potassium permanganate,,
J05AR04,"zidovudine, lamivudine and abacavir",,
R05CA50,"other expectorants, combinations",,
D11AC58,"sulphur-containing compounds, combinations",,
J07AC01,anthrax antigen,,
R05CB03,carbocisteine,1.5,O
N05CX13,"promethazine, combinations",,
D08AX53,"propanol, combinations",,
A01AD,other agents for local oral treatment,,
P01AX09,dehydroemetine,60,P
A04AD54,"chlorobutanol, combinations",,
N02CX06,oxetorone,,
R02AD50,"other local anesthetics, combinations",,
A11CC20,combinations,,
C01DX15,cloridarol,,
G02CX01,atosiban,165,P
C09BA29,fosinopril and hydrochlorothiazide,,
R03AA51,"epinephrine, combinations",,
L03AX03,bcg vaccine,1.8,Instill
L03AC02,oprelvekin,3.5,P
R01BH,homeopathic and anthroposophic rhinologics for systemic application,,
B05XA13,hydrochloric acid,,
S01GA01,naphazoline,,
C02LG,hydrazinophthalazine derivatives and diuretics,,
R05CP11,ipecacuanha**,,
L04AD02,tacrolimus,5,O
A03AE03,cilansetron,,
G03DA02,medroxyprogesterone,5,O
R06AB01,brompheniramine,24,O
B01AB04,dalteparin,2.5,P
G02BB01,vaginal ring with progestogen and estrogen,,
M09AB01,chymopapain,,
G03FA17,drospirenone and estrogen,,
J07BB03,"influenza, live attenuated",,
B01AC02,cloricromen,,
D02AP53,"soya oil, combinations",,
P01AX06,atovaquone,2.25,O
C01DX18,linsidomine,,
R01AD13,ciclesonide,0.2,N
G01AA64,"neomycin, combinations",,
L01XE10,everolimus,,
N02BE01,paracetamol,3,O
J01C,"beta-lactam antibacterials, penicillins",,
V04CX12,troponin test zone,,
R05DA54,"codeine, combinations",,
N06DA53,"donepezil, memantine and ginkgo folium",,
G02AB03,ergometrine,0.2,O
L03AP03,echinacea angustifolia root and herb,,
C08CA16,clevidipine,,
D08AK52,"phenylmercuriborate, combinations",,
V10AX03,dysprosium (165dy) colloid,,
G02CC02,naproxen,,
C04AC07,ciclonicate,,
D04AB11,polidocanol (lauromacrogol 400),,
S02CA26,dexamethasone and ciprofloxacin,,
C07BB06,bevantolol and thiazides,,
C02CC02,guanethidine,30,O
C04AB02,tolazoline,75,O
P01CX03,eflornithine,,
S01AE01,ofloxacin,,
N06AX99,,,
C02DC01,minoxidil,20,O
M02AA27,dexketoprofen,,
V07AW,dressings/plasters without central pharmaceutical number,,
G03CA10,mestranol,,
S01AA18,polymyxin b,,
P01CA02,benznidazole,0.4,O
L01XE26,cabozantinib,,
D02AB52,"zinc sulphate, combinations",,
R01AD58,"fluticasone, combinations",,
D10AX05,dapsone,,
P03AA03,mesulfen,,
A04,antiemetics and antinauseants,,
C09DA28,olmesartanmedoxomil and hydrochlorothiazide,,
R03BC01,cromoglicic acid,40,Inhal
R03CA53,"methylephedrine, combinations",,
D10AE,peroxides,,
A03AX20,mixes,,
G01AX15,copper usnate,,
L02BA,anti-estrogens,,
C05AA04,prednisolone,,
M02AP07,capsicum fruit,,
A01AD50,"other means for local oral treatment, combinations",,
V04CX14,chlamydia test zone,,
L01XX52,venetoclax,,
G03DA06,levonorgestrel,,
C08CA55,"nifedipine, combinations",,
R02AX03,benzydamine,9,O
M01BA01,phenylbutazone and corticosteroids,,
D11AB62,"bituminosulfonates, combinations",,
D07AC,"corticosteroids, potent (group iii)",,
V04CL01,methacholine,,
V04CZ08,sorbitol,,
C05BZ20,mixes,,
C08,calcium channel blockers,,
C01AA01,acetyldigitoxin,0.2,O
M01AX23,tenidap,,
R05CP10,niauliol,,
M04AH01,colchicum,,
S01AX03,zinc compounds,,
N06DA02,donepezil,7.5,O
A01AB85,"formaldehyde, combinations",,
C05BB05,phenol,,
M01AA51,"phenylbutazone, combinations",,
J05AP57,glecaprevir and pibrentasvir,,
D08AX08,ethanol,,
C07AA15,carteolol,10,O
P03AX21,mineralol,,
A07EB,"antiallergic agents, excl. corticosteroids",,
B01AC56,"acetylsalicylic acid, combinations with proton pump inhibitors",,
C10BA05,atorvastatin and ezetimibe,,
C09XA54,"aliskiren, amlodipine and hydrochlorothiazide",,
D11AX32,hyaluronic acid,,
S01FA05,homatropine,,
J02,antimycotics for systemic use,,
J07AH,meningococcal vaccines,,
A09AH20,mixes,,
C01EB09,ubidecarenone,,
N02AG04,hydromorphone and antispasmodics,,
M01AG01,mefenamic acid,1,O
C01DX08,heptaminol,0.45,O
R03AC11,tulobuterol,1.6,Inhal
N05BA26,oxazolam,,
A12AA20,calcium (different salts in combination),0.5,O
A01AP01,myrrh tincture,,
A01AB11,various,,
V03AB37,idarucizumab,,
N05CP02,kava-kava rootstock,90,O
A02XH50,combinations with other agents,,
M05BA07,risedronic acid,5,O
A02BX07,gefarnate,,
M01BA08,kebuzon and corticosteroids,,
J07BA03,"encephalitis, japanese, live attenuated",,
R05DB11,pipazetate,80,O
A10BF03,voglibose,0.6,O
D07AC03,desoximetasone,,
A10BD03,metformin and rosiglitazone,,
P01AA01,broxyquinoline,,
N05CH01,melatonin,2,O
D01AC17,eberconazole,,
A07DA06,eluxadoline,,
S01AA11,gentamicin,,
R01BP30,mixes,,
A07EA02,hydrocortisone,,
J05AX08,raltegravir,0.8,O
A04AD11,nabilone,,
A11CC,vitamin d and analogues,,
A03AX50,"other agents for functional gastrointestinal disorders, combinations",,
V90L,detail,,
J07BF03,"poliomyelitis, trivalent, inactivated, whole virus",,
M02AA15,diclofenac,,
D09AX01,dressings with vaseline,,
D10AF08,tetracycline,,
N06BX18,vinpocetine,15,O
G03GA03,serum gonadotrophin,750,P
G01AX,other antiinfectives and antiseptics,,
L03AG50,"other bacterial immune stimulants, combinations",,
J01AA56,"oxytetracycline, combinations",,
C03AX02,"remecticide, combinations",,
J07BE,mumps vaccines,,
A02AX01,"antacids, combinations with bismuth salts",,
C08CA10,nilvadipine,8,O
N05AX16,brexpiprazole,3,O
N02AC06,levomethadone,,
N05AB07,acetophenazine,50,O
A04AB04,meclizine,"37,5",O
R06A,antihistamines for systemic use,,
A12BA01,potassium chloride,3,O
G04CP07,pygeum africanum**,,
C03DA,aldosterone antagonists,,
C03CB02,bumetanide and potassium,1,O
D07XA11,hydrocortisone and acyclovir,,
B01AX05,fondaparinux,2.5,P
N06DX10,"calf blood extract, incl. combinations",,
A07EC,aminosalicylic acid and similar agents,,
N05AD06,bromperidol,10,O
V03AX04,hydroxyapatite ceramics,,
A03AX04,pinaverium,0.15,O
A02AC02,calcium silicate,6,O
V03AB24,digitalis antitoxin,,
B05XA09,sodium phosphate,,
M01A,"antiinflammatory and antirheumatic products, non-steroids",,
J01DD09,cefodizime,2,P
G04BX18,duloxetine,80,O
A04AD14,rolapitant,,
L02AA03,ethinylestradiol,1.5,O
A08AX02,liraglutide,3,P
V09EA01,technetium (99mtc) pentetic acid,,
A03AX02,diisopromine,,
C02AC04,tolonidine,0.75,O
N05AD08,droperidol,2.5,P
M02AB02,zucapsaicin,,
N05CE,piperidinedione derivatives,,
C09XA53,aliskiren and amlodipine,,
J01DI54,ceftolozane and beta-lactamase inhibitor,3,P
R05FA01,opium derivatives and mucolytics,,
C03EA01,hydrochlorothiazide and potassium-sparing agents,,
R01AP06,etheric ole,,
C07CA52,penbutolol and piretanide,,
A03AB08,tridihexethyl,0.125,O
S01CA07,fluorometholone and antiinfectives,,
L01A,alkylating agents,,
D03A,cicatrizants,,
L01XX38,vorinostat,,
R06AD55,"hydroxyethylpromethazine, combinations",,
B03AA10,ferrous ascorbate,0.2,O
M02BB56,"salicylic acid, combinations",,
D11AX57,"collagen, combinations",,
A06AC05,linseed,,
S02CA05,fluocinolone acetonide and antiinfectives,,
D03AX99,,,
A04AA,serotonin (5ht3) antagonists,,
C05CP50,"other herbal capillary stabilizers, combinations",,
A01AD65,"dexpanthenol, combinations",,
G03AA12,drospirenone and ethinylestradiol,,
M09AH,other homeopathic and anthroposophical preparations against disorders of the muscular and skeletal system,,
R02AP30,mixes,,
A08AA01,phentermine,15,O
G02AC,"ergot alkaloids and oxytocin incl. analogues, in combination",,
V04CZ04,"bisacodyl, combinations",,
D05BB01,etretinate,35,O
A02AB10,combinations,,
J05AC03,tromantadine,,
D09A,medicated dressings,,
D08AB10,aluminium powder,,
C03BA09,meticrane,,
V08AB08,iopentol,,
N05AG,diphenylbutylpiperidine derivatives,,
S01GA03,xylometazoline,,
J06,immune sera and immunoglobulins,,
M01AG,fenamates,,
B05XA,electrolyte solutions,,
V70C,individually manufactured parenteral solutions,,
V10XX03,radium (223ra) dichloride,,
D01AE09,sulbentine,,
N07BC09,morphine,"0,2",O
B02AA03,aminomethylbenzoic acid,0.25,O
D03AP,herbal wound treatment compositions,,
H03BX01,diiodotyrosine,,
A05BA,liver therapy,,
V08AB11,iobitridol,,
N04AB,ethers chemically close to antihistamines,,
J01DB01,cefalexin,2,O
A05A,bile therapy,,
R02AA50,"other antiseptics, combinations",,
J07BX01,"smallpox, live attenuated",,
J04AK01,pyrazinamide,1.5,O
N06AA21,maprotiline,0.1,O
S01CA,corticosteroids and antiinfectives in combination,,
A02XP30,mixes,,
V04CX27,plaque test zone,,
J01BA02,thiamphenicol,1.5,O
G01AF06,ornidazole,,
N06CA10,dosulepin and psycholeptics,,
B05AA10,hemoglobin glutamer (bovine),,
N06AX02,tryptophan,,
R02AD52,"lidocaine, combinations",,
L03AX01,lentinan,0.3,O
C03CC01,etacrynic acid,50,O
C03AH01,"chlorothiazide, combinations",,
P02CA04,ciclobendazole,,
L04AA09,,,
L04AA15,alefacept,,
A12AH,homoopathic and anthroposophic calcium-containing preparations,,
S03AA23,"polymyxin b, neomycin and gramicidin",,
N06CA01,amitriptyline and psycholeptics,,
G01AD,organic acids,,
A14AA06,quinbolone,,
C03EA06,chlortalidone and potassium-sparing agents,,
N02BE54,"bucetin, combinations excl. psycholeptics",,
M03BX01,baclofen,50,O
G03CD51,"estriol, combinations",,
C08CA06,nimodipine,0.3,O
A07XA02,ceratonia,,
D10AX60,"benzalkonium chloride, combinations",,
S01AA04,oxytetracycline,,
M03BA53,"methocarbamol, combinations excl. psycholeptics",,
R01AA12,fenoxazoline,,
B03AA01,ferrous glycine sulfate,0.2,O
C03XP01,horsetail,,
G01BF,imidazole derivatives and corticosteroids,,
V04CN15,tenamfetamine test zone (mda),,
N06BA07,modafinil,0.3,O
H01AC05,mecasermin rinfabate,,
M05BB07,risedronic acid and colecalciferol,,
S01XA76,"troxerutin, combinations",,
A10BJ06,semaglutide,,
N06DA52,donepezil and memantine,,
A02AF02,ordinary salt combinations and antiflatulents,,
J05AR22,"emtricitabine, tenofovir alafenamide, darunavir and cobicistat",,
N05AA06,cyamemazine,,
D08AG02,povidone-iodine,,
D06AA03,oxytetracycline,,
J01X,other antibacterials,,
V08AA08,iocarmic acid,,
J05AE09,tipranavir,1,O
G03DA04,progesterone,0.3,O
A02BC04,rabeprazole,20,O
C09DB02,olmesartan medoxomil and amlodipine,,
S03BA01,dexamethasone,,
R05C,"expectorants, excl. combinations with cough suppressants",,
R05XC02,plant combinations with other products,,
R06AX58,"pyrrobutamine, combinations",,
N01AX63,"nitrous oxide, combinations",,
C02LE,alpha-adrenoreceptor antagonists and diuretics,,
N05BP02,kava-kava rootstock,90,O
V10AA03,yttrium (90y) silicate colloid,,
A01AP02,camomile bleeding,,
A02XA03,guaiaculae,,
V10AX06,gold (198au) colloidal,,
J01MB04,pipemidic acid,0.8,O
B02BD12,alfa trenonacog,,
A07AX,other intestinal antiinfectives,,
M02BP03,rosemary,,
A02BD05,"omeprazole, amoxicillin and clarithromycin",,
R05XA22,acetylsalicylic acid and pseudoephedrine,,
L01DB07,mitoxantrone,,
B02BD01,"coagulation factor ix, ii, vii and x in combination",,
R05GC02,sulfamethoxazole and trimethoprim,"0,32",T
C07EA05,propranolol and vasodilators,,
A03DC02,tropinbenzilate and analgesics,,
J04BA03,aldesulfone sodium,0.33,O
R05DB16,dibunate,,
D08AJ99,,,
B02BD29,nonacog gamma,450,P
D02BB02,afamelanotide,,
M01B,antiinflammatory/antirheumatic agents in combination,,
J05AG,non-nucleoside reverse transcriptase inhibitors,,
G01AF20,combinations of imidazole derivatives,,
V90S,regional and cash-specific special pznn,,
S01KA02,hypromellose,,
A04AD10,dronabinol,,
J07BF01,"poliomyelitis oral, monovalent, live attenuated",,
A09AA07,aspergillus oryzae,,
S01AX01,mercury compounds,,
S01FB03,ibopamine,,
S01XA13,alteplase,,
C01CH,homeopathic and anthroposophic cardiostimulants,,
J05AE12,boceprevir,"2,4",O
G02CB04,quinagolide,75,O
A15AA50,"other appetite stimulants, combinations",,
D01AA03,hachimycin,,
V09DA05,technetium (99mtc) galtifenin,,
C10AX01,dextrothyroxine,4,O
J04AK05,bedaquiline,86,O
A11EA,"vitamin b-complex, plain",,
N05CZ,,,
J06AA03,snake venom antiserum,,
N07XB56,"benfotiamine, combinations",,
C05CH50,combinations with other agents,,
V04CD,tests for pituitary function,,
N05AN01,lithium,24,O
C09BB04,perindopril and amlodipine,,
N02AA03,hydromorphone,4,R
V07AT,cosmetics,,
